Country,Year,VALUE
Latvia,2018,147.0
"China, Macao Special Administrative Region",2018,0.0
Morocco,2018,21252.0
Republic of Moldova,2018,3.0
Mexico,2018,2512.0
Malta,2018,2.0
Myanmar,2018,37.0
Montenegro,2018,4.0
Mongolia,2018,58.0
Malaysia,2018,726.0
New Zealand,2018,0.0
Oman,2018,18.0
Peru,2018,58.0
Philippines,2018,22.0
Poland,2018,8989.0
Portugal,2018,71.0
Paraguay,2018,41.0
Romania,2018,658.0
Russian Federation,2018,13535.0
Saudi Arabia,2018,2637.0
Singapore,2018,1130.0
El Salvador,2018,1.0
Serbia,2018,295.0
Slovakia,2018,67.0
Slovenia,2018,108.0
Sweden,2018,441.0
Syrian Arab Republic,2018,5.0
Thailand,2018,56.0
Ukraine,2018,1041.0
Uruguay,2018,13.0
Uzbekistan,2018,1202.0
Kosovo under UNSCR 1244,2018,39.0
Albania,2019,305.0
Andorra,2019,0.0
United Arab Emirates,2019,56.0
Armenia,2019,324.0
Antigua and Barbuda,2019,0.0
Austria,2019,38.0
Azerbaijan,2019,81.0
Belgium,2019,100.0
Bulgaria,2019,130.0
Bahamas,2019,3.0
Bosnia and Herzegovina,2019,81.0
Belarus,2019,1876.0
Belize,2019,2.0
Bolivia (Plurinational State of),2019,1.0
Barbados,2019,0.0
Bhutan,2019,0.0
Switzerland,2019,13.0
Chile,2019,189.0
Cameroon,2019,409.0
Colombia,2019,706.0
Costa Rica,2019,91.0
Cyprus,2019,14.0
Czechia,2019,122.0
Germany,2019,4147.0
Dominica,2019,0.0
Denmark,2019,46.0
Algeria,2019,97.0
Ecuador,2019,105.0
Spain,2019,80.0
Estonia,2019,37.0
Finland,2019,13.0
France,2019,230.0
United Kingdom (Northern Ireland),2019,0.0
United Kingdom (Scotland),2019,9.0
Georgia,2019,73.0
Greece,2019,190.0
Grenada,2019,0.0
Guatemala,2019,617.0
Guyana,2019,3.0
Honduras,2019,21.0
Croatia,2019,39.0
Hungary,2019,387.0
Iraq (Central Iraq),2019,112.0
Israel,2019,91.0
Italy,2019,460.0
Jamaica,2019,2.0
Jordan,2019,153.0
Kenya,2019,43.0
Kyrgyzstan,2019,109.0
Saint Kitts and Nevis,2019,0.0
Lithuania,2019,76.0
Luxembourg,2019,1.0
Latvia,2019,103.0
"China, Macao Special Administrative Region",2019,1.0
Republic of Moldova,2019,3.0
Mexico,2019,3546.0
North Macedonia,2019,7.0
Malta,2019,1.0
Myanmar,2019,28.0
Montenegro,2019,1.0
Mongolia,2019,101.0
Malaysia,2019,882.0
New Zealand,2019,0.0
Oman,2019,21.0
Panama,2019,113.0
Peru,2019,59.0
Philippines,2019,16.0
Poland,2019,4085.0
Portugal,2019,70.0
Paraguay,2019,45.0
Romania,2019,647.0
Russian Federation,2019,15240.0
Saudi Arabia,2019,1843.0
Singapore,2019,540.0
El Salvador,2019,1.0
Serbia,2019,219.0
Slovakia,2019,62.0
Slovenia,2019,185.0
Sweden,2019,161.0
Thailand,2019,39.0
Ukraine,2019,673.0
Uruguay,2019,21.0
Uzbekistan,2019,1071.0
Kosovo under UNSCR 1244,2019,20.0
Albania,2020,161.0
United Arab Emirates,2020,55.0
Armenia,2020,157.0
Antigua and Barbuda,2020,0.0
Austria,2020,37.0
Azerbaijan,2020,119.0
Belgium,2020,75.0
Bulgaria,2020,118.0
Bahamas,2020,1.0
Bosnia and Herzegovina,2020,339.0
Belize,2020,1.0
Bolivia (Plurinational State of),2020,0.0
Barbados,2020,0.0
Bhutan,2020,0.0
Switzerland,2020,20.0
Chile,2020,159.0
Cameroon,2020,183.0
Colombia,2020,542.0
Costa Rica,2020,97.0
Cyprus,2020,11.0
Czechia,2020,115.0
Germany,2020,4170.0
Dominica,2020,0.0
Denmark,2020,13.0
Algeria,2020,102.0
Ecuador,2020,126.0
Spain,2020,47.0
Estonia,2020,40.0
Finland,2020,267.0
France,2020,204.0
United Kingdom (Northern Ireland),2020,0.0
United Kingdom (Scotland),2020,3.0
Greece,2020,64.0
Grenada,2020,0.0
Guatemala,2020,599.0
Guyana,2020,1.0
Honduras,2020,18.0
Croatia,2020,61.0
Hungary,2020,2025.0
Iraq (Central Iraq),2020,14.0
Israel,2020,154.0
Italy,2020,409.0
Jamaica,2020,3.0
Jordan,2020,103.0
Kazakhstan,2020,1237.0
Kenya,2020,75.0
Saint Kitts and Nevis,2020,0.0
Republic of Korea,2020,289.0
Lithuania,2020,313.0
Luxembourg,2020,5.0
Latvia,2020,121.0
"China, Macao Special Administrative Region",2020,2.0
Morocco,2020,23845.0
Republic of Moldova,2020,8.0
Mexico,2020,2965.0
North Macedonia,2020,6.0
Malta,2020,1.0
Myanmar,2020,17.0
Montenegro,2020,6.0
Mongolia,2020,107.0
Mauritius,2020,4.0
Malaysia,2020,755.0
New Zealand,2020,0.0
Oman,2020,7.0
Panama,2020,74.0
Peru,2020,119.0
Poland,2020,5065.0
Portugal,2020,62.0
Paraguay,2020,38.0
Romania,2020,679.0
Russian Federation,2020,16076.0
Singapore,2020,862.0
El Salvador,2020,2.0
Serbia,2020,180.0
Slovakia,2020,66.0
Slovenia,2020,298.0
Sweden,2020,152.0
Thailand,2020,35.0
Ukraine,2020,534.0
Uruguay,2020,21.0
Uzbekistan,2020,158.0
Kosovo under UNSCR 1244,2020,40.0
Albania,2021,263.0
United Arab Emirates,2021,67.0
Armenia,2021,237.0
Antigua and Barbuda,2021,0.0
Austria,2021,57.0
Azerbaijan,2021,188.0
Belgium,2021,102.0
Bulgaria,2021,101.0
Bahamas,2021,2.0
Bosnia and Herzegovina,2021,131.0
Belize,2021,0.0
Bolivia (Plurinational State of),2021,1.0
Barbados,2021,0.0
Switzerland,2021,60.0
Chile,2021,157.0
Colombia,2021,501.0
Costa Rica,2021,71.0
Cyprus,2021,12.0
Czechia,2021,95.0
Germany,2021,5110.0
Dominica,2021,0.0
Denmark,2021,53.0
Algeria,2021,96.0
Ecuador,2021,87.0
Spain,2021,139.0
Estonia,2021,41.0
Finland,2021,23.0
France,2021,265.0
United Kingdom (Northern Ireland),2021,1.0
United Kingdom (Scotland),2021,4.0
Greece,2021,253.0
Grenada,2021,1.0
Guatemala,2021,579.0
Guyana,2021,0.0
Honduras,2021,7.0
Croatia,2021,103.0
Hungary,2021,6148.0
Indonesia,2021,11.0
Iraq (Central Iraq),2021,250.0
Israel,2021,45.0
Italy,2021,343.0
Jamaica,2021,3.0
Jordan,2021,77.0
Kenya,2021,35.0
Kyrgyzstan,2021,116.0
Saint Kitts and Nevis,2021,0.0
Republic of Korea,2021,402.0
Saint Lucia,2021,0.0
Lithuania,2021,350.0
Luxembourg,2021,4.0
Latvia,2021,147.0
"China, Macao Special Administrative Region",2021,1.0
Morocco,2021,16251.0
Republic of Moldova,2021,3.0
Mexico,2021,2833.0
North Macedonia,2021,7.0
Malta,2021,6.0
Montenegro,2021,8.0
Mongolia,2021,119.0
Mauritius,2021,7.0
Malaysia,2021,707.0
Namibia,2021,34.0
New Zealand,2021,0.0
Oman,2021,12.0
Panama,2021,96.0
Peru,2021,141.0
Poland,2021,4957.0
Portugal,2021,100.0
Paraguay,2021,24.0
Qatar,2021,2.0
Romania,2021,763.0
Singapore,2021,978.0
El Salvador,2021,1.0
Serbia,2021,195.0
Slovakia,2021,96.0
Slovenia,2021,187.0
Sweden,2021,400.0
Eswatini,2021,0.0
Thailand,2021,31.0
Uruguay,2021,14.0
United States of America,2021,1144.10662352425
Uzbekistan,2021,198.0
Holy See,2021,0.0
Saint Vincent and the Grenadines,2021,0.0
Kosovo under UNSCR 1244,2021,32.0
Albania,2022,494.0
Armenia,2022,222.0
Antigua and Barbuda,2022,0.0
Austria,2022,148.0
Belgium,2022,90.0
Bulgaria,2022,105.0
Bahamas,2022,0.0
Bosnia and Herzegovina,2022,92.0
Belize,2022,3.0
Bolivia (Plurinational State of),2022,2.0
Barbados,2022,0.0
Switzerland,2022,57.0
Chile,2022,142.0
Colombia,2022,485.0
Costa Rica,2022,92.0
Cyprus,2022,23.0
Czechia,2022,180.0
Germany,2022,4928.0
Dominica,2022,0.0
Denmark,2022,10.0
Ecuador,2022,82.0
Spain,2022,175.0
Estonia,2022,108.0
Finland,2022,22.0
France,2022,240.0
United Kingdom (Northern Ireland),2022,0.0
United Kingdom (Scotland),2022,3.0
Greece,2022,131.0
Grenada,2022,0.0
Guatemala,2022,514.0
Guyana,2022,0.0
Honduras,2022,15.0
Croatia,2022,342.0
Hungary,2022,818.0
Indonesia,2022,8.0
Israel,2022,82.0
Italy,2022,355.0
Jamaica,2022,0.0
Jordan,2022,104.0
Kenya,2022,61.0
Kyrgyzstan,2022,117.0
Saint Kitts and Nevis,2022,0.0
Republic of Korea,2022,320.0
Saint Lucia,2022,0.0
Lithuania,2022,337.0
Luxembourg,2022,0.0
Latvia,2022,154.0
"China, Macao Special Administrative Region",2022,0.0
Morocco,2022,20386.0
Republic of Moldova,2022,8.0
Mexico,2022,2169.0
North Macedonia,2022,16.0
Malta,2022,5.0
Montenegro,2022,12.0
Malaysia,2022,737.0
New Zealand,2022,0.0
Oman,2022,7.0
Panama,2022,102.0
Peru,2022,142.0
Poland,2022,3072.0
Portugal,2022,56.0
Paraguay,2022,19.0
Romania,2022,429.0
Singapore,2022,622.0
El Salvador,2022,2.0
Serbia,2022,145.0
Slovakia,2022,68.0
Slovenia,2022,191.0
Sweden,2022,173.0
Thailand,2022,12.0
Uruguay,2022,14.0
United States of America,2022,835.0
Holy See,2022,0.0
Saint Vincent and the Grenadines,2022,0.0
Zimbabwe,2022,0.0
Albania,2023,312.0
Armenia,2023,540.0
Antigua and Barbuda,2023,0.0
Austria,2023,1230.0
Belgium,2023,95.0
Bulgaria,2023,98.0
Bosnia and Herzegovina,2023,69.0
Bolivia (Plurinational State of),2023,1.0
Switzerland,2023,29.0
Chile,2023,132.0
Colombia,2023,623.0
Costa Rica,2023,97.0
Cyprus,2023,6.0
Czechia,2023,136.0
Germany,2023,5312.0
Denmark,2023,143.0
Algeria,2023,65.0
Ecuador,2023,96.0
Spain,2023,86.0
Estonia,2023,25.0
Finland,2023,11.0
France,2023,286.0
United Kingdom (Northern Ireland),2023,0.0
United Kingdom (Scotland),2023,2.0
Greece,2023,147.0
Grenada,2023,0.0
Guatemala,2023,433.0
Guyana,2023,0.0
Honduras,2023,0.0
Croatia,2023,115.0
Hungary,2023,1078.0
Israel,2023,93.0
Italy,2023,244.0
Jamaica,2023,4.0
Jordan,2023,90.0
Kyrgyzstan,2023,188.0
Republic of Korea,2023,265.0
Saint Lucia,2023,0.0
Lithuania,2023,162.0
Latvia,2023,93.0
Morocco,2023,23768.0
Republic of Moldova,2023,3.0
Mexico,2023,2925.0
North Macedonia,2023,22.0
Malta,2023,4.0
Myanmar,2023,3.0
Montenegro,2023,9.0
Malaysia,2023,887.0
New Zealand,2023,0.0
Oman,2023,6.0
Poland,2023,2875.0
Portugal,2023,72.0
Paraguay,2023,11.0
Romania,2023,335.0
Singapore,2023,543.0
Serbia,2023,112.0
Slovakia,2023,34.0
Slovenia,2023,105.0
Sweden,2023,269.0
Thailand,2023,0.0
Uruguay,2023,22.0
Holy See,2023,0.0
Zimbabwe,2023,1.0
Armenia,2013,702.0
Austria,2013,3417.0
Switzerland,2013,4870.0
Chile,2013,311.0
Colombia,2013,22572.0
Denmark,2013,1496.0
United Kingdom (Scotland),2013,255.0
Guatemala,2013,2967.0
Honduras,2013,1358.0
Hungary,2013,69.0
Kenya,2013,7.0
Lithuania,2013,1620.0
Portugal,2013,82.0
Russian Federation,2013,28428.0
Serbia,2013,2114.0
Slovakia,2013,13.0
Slovenia,2013,1668.0
Sweden,2013,2750.0
Türkiye,2013,5030.0
Kosovo under UNSCR 1244,2013,206.0
Armenia,2014,533.0
Austria,2014,3059.0
Belgium,2014,6423.0
Bahamas,2014,244.0
Barbados,2014,0.0
Bhutan,2014,0.0
Switzerland,2014,3531.0
Chile,2014,240.0
Colombia,2014,19697.0
Costa Rica,2014,1708.0
Cyprus,2014,35.0
Czechia,2014,3795.0
Denmark,2014,2567.0
Finland,2014,3405.0
United Kingdom (Scotland),2014,253.0
Grenada,2014,0.0
Guatemala,2014,3175.0
Honduras,2014,1488.0
Hungary,2014,106.0
Italy,2014,3212.0
Kenya,2014,50.0
Lebanon,2014,92.0
Lithuania,2014,1513.0
Monaco,2014,493.0
Maldives,2014,378.0
Netherlands (Kingdom of the),2014,8240.0
Oman,2014,5.0
Portugal,2014,83.0
Russian Federation,2014,18291.0
Serbia,2014,1308.0
Slovakia,2014,29.0
Slovenia,2014,2418.0
Sweden,2014,1977.0
Türkiye,2014,4275.0
Kosovo under UNSCR 1244,2014,217.0
Albania,2015,821.0
Armenia,2015,519.0
Antigua and Barbuda,2015,10.0
Austria,2015,2663.0
Belgium,2015,6062.0
Bahamas,2015,284.0
Bolivia (Plurinational State of),2015,1559.0
Barbados,2015,0.0
Bhutan,2015,0.0
Switzerland,2015,3960.0
Chile,2015,241.0
Colombia,2015,20168.0
Costa Rica,2015,1957.0
Cyprus,2015,2.0
Czechia,2015,3301.0
Denmark,2015,3701.0
Ecuador,2015,826.0
Finland,2015,3372.0
United Kingdom (Scotland),2015,205.0
Grenada,2015,0.0
Guatemala,2015,4391.0
Honduras,2015,1285.0
Italy,2015,3035.0
Kenya,2015,37.0
Kyrgyzstan,2015,813.0
Lebanon,2015,199.0
Lithuania,2015,1229.0
Monaco,2015,578.0
Maldives,2015,757.0
Malta,2015,6.0
Mongolia,2015,96.0
Netherlands (Kingdom of the),2015,7275.0
Oman,2015,6.0
Portugal,2015,81.0
Romania,2015,319.0
Russian Federation,2015,16715.0
Serbia,2015,1517.0
Slovakia,2015,28.0
Slovenia,2015,1294.0
Sweden,2015,22314.0
Kosovo under UNSCR 1244,2015,188.0
Albania,2016,776.0
Andorra,2016,1.0
United Arab Emirates,2016,95.0
Armenia,2016,588.0
Austria,2016,3131.0
Azerbaijan,2016,197.0
Belgium,2016,5053.0
Bahamas,2016,436.0
Bosnia and Herzegovina,2016,368.0
Bolivia (Plurinational State of),2016,1055.0
Barbados,2016,0.0
Bhutan,2016,2.0
Switzerland,2016,3729.0
Chile,2016,298.0
Colombia,2016,21518.0
Costa Rica,2016,2011.0
Cyprus,2016,3.0
Czechia,2016,2861.0
Denmark,2016,5193.0
Ecuador,2016,810.0
Spain,2016,1068.0
Finland,2016,3642.0
France,2016,1820.0
United Kingdom (Scotland),2016,196.0
Grenada,2016,0.0
Guatemala,2016,5334.0
Guyana,2016,2.0
Honduras,2016,1276.0
Croatia,2016,683.0
Hungary,2016,197.0
Italy,2016,20778.0
Jamaica,2016,355.0
Kenya,2016,30.0
Kyrgyzstan,2016,659.0
Saint Kitts and Nevis,2016,2.0
Lebanon,2016,267.0
Liechtenstein,2016,4.0
Lithuania,2016,699.0
Latvia,2016,63.0
Morocco,2016,94.0
Monaco,2016,578.0
Maldives,2016,531.0
Mexico,2016,12678.0
Malta,2016,4.0
Myanmar,2016,3.0
Montenegro,2016,60.0
Mongolia,2016,64.0
Netherlands (Kingdom of the),2016,6905.0
Oman,2016,2.0
Peru,2016,507.0
Philippines,2016,31.0
Portugal,2016,83.0
Romania,2016,228.0
Russian Federation,2016,16877.0
Saudi Arabia,2016,1265.0
Singapore,2016,361.0
El Salvador,2016,90.0
Serbia,2016,1201.0
Slovakia,2016,24.0
Slovenia,2016,1002.0
Sweden,2016,20786.0
Thailand,2016,8.0
Kosovo under UNSCR 1244,2016,217.0
Albania,2017,857.0
Andorra,2017,0.0
United Arab Emirates,2017,34.0
Armenia,2017,471.0
Austria,2017,3179.0
Azerbaijan,2017,162.0
Belgium,2017,4496.0
Bahamas,2017,300.0
Bosnia and Herzegovina,2017,366.0
Bolivia (Plurinational State of),2017,667.0
Barbados,2017,1.0
Bhutan,2017,4.0
Switzerland,2017,3364.0
Chile,2017,355.0
Colombia,2017,12576.0
Costa Rica,2017,2768.0
Cyprus,2017,1.0
Czechia,2017,2631.0
Germany,2017,0.0
Denmark,2017,3690.0
Ecuador,2017,746.0
Spain,2017,1055.0
Estonia,2017,126.0
Finland,2017,3548.0
France,2017,1762.0
United Kingdom (Scotland),2017,187.0
Greece,2017,783.0
Grenada,2017,0.0
Guatemala,2017,5375.0
Guyana,2017,0.0
Honduras,2017,2202.0
Croatia,2017,568.0
Hungary,2017,276.0
Italy,2017,3039.0
Kazakhstan,2017,1207.0
Kenya,2017,41.0
Kyrgyzstan,2017,604.0
Saint Kitts and Nevis,2017,2.0
Lebanon,2017,214.0
Lithuania,2017,663.0
Latvia,2017,64.0
Morocco,2017,100.0
Republic of Moldova,2017,1152.0
Maldives,2017,535.0
Mexico,2017,17930.0
Malta,2017,2.0
Myanmar,2017,22.0
Montenegro,2017,72.0
Mongolia,2017,123.0
Netherlands (Kingdom of the),2017,6740.0
Oman,2017,8.0
Panama,2017,283.0
Peru,2017,543.0
Philippines,2017,31.0
Puerto Rico,2017,4824.0
Portugal,2017,92.0
Paraguay,2017,12.0
Romania,2017,4580.0
Russian Federation,2017,16458.0
Saudi Arabia,2017,2315.0
Singapore,2017,92.0
El Salvador,2017,38.0
Serbia,2017,1353.0
Slovakia,2017,39.0
Slovenia,2017,904.0
Sweden,2017,20808.0
Albania,2018,759.0
Andorra,2018,0.0
Armenia,2018,892.0
Austria,2018,3089.0
Azerbaijan,2018,277.0
Belgium,2018,4632.0
Bulgaria,2018,506.0
Bahamas,2018,678.0
Bosnia and Herzegovina,2018,389.0
Bolivia (Plurinational State of),2018,707.0
Barbados,2018,0.0
Bhutan,2018,4.0
Switzerland,2018,1.0
Chile,2018,2587.0
Cameroon,2018,4.0
Colombia,2018,10436.0
Costa Rica,2018,2675.0
Cyprus,2018,1.0
Czechia,2018,2315.0
Dominica,2018,29.0
Denmark,2018,4518.0
Ecuador,2018,1012.0
Spain,2018,894.0
Estonia,2018,199.0
Finland,2018,3819.0
France,2018,2125.0
United Kingdom (Scotland),2018,186.0
Greece,2018,427.0
Grenada,2018,0.0
Guatemala,2018,4722.0
Guyana,2018,0.0
Honduras,2018,373.0
Croatia,2018,470.0
Hungary,2018,367.0
Italy,2018,2959.0
Jamaica,2018,215.0
Jordan,2018,23.0
Kenya,2018,72.0
Kyrgyzstan,2018,1856.0
Saint Kitts and Nevis,2018,1.0
Lithuania,2018,517.0
Latvia,2018,101.0
Morocco,2018,104.0
Republic of Moldova,2018,1022.0
Mexico,2018,20909.0
Malta,2018,6.0
Myanmar,2018,4.0
Montenegro,2018,238.0
Mongolia,2018,304.0
Malaysia,2018,107.0
Netherlands (Kingdom of the),2018,6630.0
Oman,2018,13.0
Panama,2018,348.0
Peru,2018,723.0
Philippines,2018,44.0
Portugal,2018,95.0
Paraguay,2018,1527.0
Romania,2018,3721.0
Russian Federation,2018,16960.0
Saudi Arabia,2018,4670.0
Singapore,2018,230.0
El Salvador,2018,54.0
Serbia,2018,884.0
Slovakia,2018,84.0
Slovenia,2018,105.0
Sweden,2018,20590.0
Syrian Arab Republic,2018,7.0
Thailand,2018,7761.0
Albania,2019,1025.0
Andorra,2019,0.0
United Arab Emirates,2019,15.0
Armenia,2019,956.0
Antigua and Barbuda,2019,0.0
Austria,2019,3120.0
Azerbaijan,2019,281.0
Belgium,2019,4749.0
Bulgaria,2019,455.0
Bahamas,2019,797.0
Bosnia and Herzegovina,2019,670.0
Belize,2019,0.0
Bolivia (Plurinational State of),2019,307.0
Barbados,2019,6.0
Bhutan,2019,7.0
Switzerland,2019,1.0
Chile,2019,381.0
Cameroon,2019,5.0
Colombia,2019,10436.0
Costa Rica,2019,3215.0
Cyprus,2019,1.0
Czechia,2019,2217.0
Dominica,2019,59.0
Denmark,2019,5014.0
Ecuador,2019,1023.0
Spain,2019,894.0
Estonia,2019,35.0
Finland,2019,3947.0
France,2019,2164.0
United Kingdom (Scotland),2019,172.0
Greece,2019,424.0
Grenada,2019,0.0
Guatemala,2019,5144.0
Guyana,2019,19.0
Honduras,2019,235.0
Croatia,2019,746.0
Hungary,2019,1419.0
Italy,2019,3009.0
Jamaica,2019,30.0
Jordan,2019,9.0
Kenya,2019,87.0
Kyrgyzstan,2019,1150.0
Saint Kitts and Nevis,2019,0.0
Lithuania,2019,419.0
Latvia,2019,256.0
Republic of Moldova,2019,948.0
Mexico,2019,22845.0
Malta,2019,3.0
Myanmar,2019,4.0
Montenegro,2019,171.0
Mongolia,2019,422.0
Malaysia,2019,157.0
Netherlands (Kingdom of the),2019,6605.0
Oman,2019,52.0
Panama,2019,798.0
Peru,2019,982.0
Philippines,2019,49.0
Portugal,2019,100.0
Paraguay,2019,1271.0
State of Palestine,2019,1587.0
Romania,2019,3443.0
Russian Federation,2019,15751.0
Saudi Arabia,2019,7063.0
Singapore,2019,50.0
El Salvador,2019,72.0
Serbia,2019,834.0
Slovakia,2019,74.0
Slovenia,2019,34.0
Sweden,2019,20456.0
Thailand,2019,7372.0
Uruguay,2019,397.0
Albania,2020,686.0
United Arab Emirates,2020,14.0
Armenia,2020,957.0
Antigua and Barbuda,2020,0.0
Austria,2020,2842.0
Azerbaijan,2020,192.0
Belgium,2020,4278.0
Bulgaria,2020,368.0
Bahamas,2020,650.0
Bosnia and Herzegovina,2020,564.0
Belize,2020,0.0
Bolivia (Plurinational State of),2020,311.0
Barbados,2020,0.0
Bhutan,2020,2.0
Switzerland,2020,1.0
Chile,2020,238.0
Cameroon,2020,2.0
Colombia,2020,9592.0
Costa Rica,2020,3036.0
Cyprus,2020,2.0
Czechia,2020,1574.0
Dominica,2020,24.0
Denmark,2020,3860.0
Ecuador,2020,1023.0
Spain,2020,715.0
Estonia,2020,41.0
Finland,2020,3774.0
France,2020,2094.0
United Kingdom (Scotland),2020,126.0
Greece,2020,543.0
Grenada,2020,0.0
Guatemala,2020,4442.0
Guyana,2020,36.0
Honduras,2020,181.0
Croatia,2020,477.0
Hungary,2020,352.0
Italy,2020,3361.0
Jamaica,2020,30.0
Jordan,2020,14.0
Kazakhstan,2020,956.0
Kenya,2020,58.0
Saint Kitts and Nevis,2020,0.0
Lithuania,2020,238.0
Latvia,2020,69.0
Morocco,2020,726.0
Republic of Moldova,2020,715.0
Mexico,2020,21662.0
Malta,2020,15.0
Myanmar,2020,8.0
Montenegro,2020,148.0
Mongolia,2020,207.0
Mauritius,2020,534.0
Malaysia,2020,102.0
Netherlands (Kingdom of the),2020,5890.0
New Zealand,2020,0.0
Oman,2020,29.0
Panama,2020,619.0
Peru,2020,1483.0
Portugal,2020,92.0
Paraguay,2020,975.0
State of Palestine,2020,1054.0
Romania,2020,2735.0
Russian Federation,2020,14737.0
Singapore,2020,56.0
El Salvador,2020,51.0
Serbia,2020,566.0
Slovakia,2020,65.0
Slovenia,2020,14.0
Sweden,2020,19639.0
Thailand,2020,6618.0
Uruguay,2020,448.0
Albania,2021,714.0
United Arab Emirates,2021,17.0
Armenia,2021,713.0
Antigua and Barbuda,2021,0.0
Austria,2021,2858.0
Azerbaijan,2021,270.0
Belgium,2021,4817.0
Bulgaria,2021,464.0
Bahamas,2021,757.0
Bosnia and Herzegovina,2021,648.0
Belize,2021,0.0
Bolivia (Plurinational State of),2021,366.0
Barbados,2021,2.0
Switzerland,2021,0.0
Chile,2021,205.0
Colombia,2021,9378.0
Costa Rica,2021,3166.0
Cyprus,2021,0.0
Czechia,2021,1301.0
Dominica,2021,41.0
Denmark,2021,4724.0
Ecuador,2021,909.0
Spain,2021,924.0
Estonia,2021,46.0
Finland,2021,3677.0
France,2021,2479.0
United Kingdom (Scotland),2021,115.0
Greece,2021,504.0
Grenada,2021,0.0
Guatemala,2021,4795.0
Guyana,2021,42.0
Honduras,2021,753.0
Croatia,2021,809.0
Hungary,2021,368.0
Italy,2021,3499.0
Jamaica,2021,2.0
Jordan,2021,9.0
Kenya,2021,61.0
Kyrgyzstan,2021,1914.0
Saint Kitts and Nevis,2021,5.0
Saint Lucia,2021,0.0
Lithuania,2021,274.0
Latvia,2021,60.0
Morocco,2021,207.0
Republic of Moldova,2021,775.0
Mexico,2021,22041.0
Malta,2021,20.0
Montenegro,2021,170.0
Mongolia,2021,216.0
Mauritius,2021,616.0
Malaysia,2021,121.0
Namibia,2021,48.0
Netherlands (Kingdom of the),2021,5320.0
New Zealand,2021,0.0
Oman,2021,7.0
Panama,2021,745.0
Peru,2021,1490.0
Portugal,2021,112.0
Paraguay,2021,1069.0
State of Palestine,2021,1529.0
Qatar,2021,6.0
Romania,2021,3254.0
Singapore,2021,110.0
El Salvador,2021,70.0
Serbia,2021,976.0
Slovakia,2021,90.0
Slovenia,2021,62.0
Sweden,2021,20881.0
Eswatini,2021,0.0
Thailand,2021,6640.0
Uruguay,2021,392.0
United States of America,2021,56449.6243777727
Holy See,2021,0.0
Saint Vincent and the Grenadines,2021,1.0
Albania,2022,686.0
Armenia,2022,676.0
Antigua and Barbuda,2022,0.0
Austria,2022,2937.0
Belgium,2022,5184.0
Bulgaria,2022,429.0
Bahamas,2022,538.0
Bosnia and Herzegovina,2022,602.0
Belize,2022,0.0
Bolivia (Plurinational State of),2022,429.0
Barbados,2022,0.0
Switzerland,2022,0.0
Chile,2022,217.0
Colombia,2022,9254.0
Costa Rica,2022,3148.0
Cyprus,2022,1.0
Czechia,2022,1430.0
Dominica,2022,27.0
Denmark,2022,3471.0
Ecuador,2022,782.0
Spain,2022,1340.0
Estonia,2022,57.0
Finland,2022,3650.0
France,2022,2264.0
United Kingdom (Scotland),2022,142.0
Greece,2022,521.0
Grenada,2022,0.0
Guatemala,2022,4604.0
Guyana,2022,3.0
Honduras,2022,890.0
Croatia,2022,845.0
Hungary,2022,293.0
Italy,2022,3316.0
Jamaica,2022,3.0
Jordan,2022,16.0
Kenya,2022,34.0
Kyrgyzstan,2022,1586.0
Saint Kitts and Nevis,2022,2.0
Saint Lucia,2022,3.0
Lithuania,2022,188.0
Latvia,2022,47.0
Morocco,2022,215.0
Republic of Moldova,2022,654.0
Mexico,2022,19882.0
Malta,2022,18.0
Montenegro,2022,324.0
Malaysia,2022,83.0
Netherlands (Kingdom of the),2022,5455.0
New Zealand,2022,0.0
Oman,2022,18.0
Panama,2022,810.0
Peru,2022,1270.0
Portugal,2022,119.0
Paraguay,2022,1159.0
State of Palestine,2022,1434.0
Romania,2022,3506.0
Singapore,2022,700.0
El Salvador,2022,54.0
Serbia,2022,856.0
Slovakia,2022,69.0
Slovenia,2022,434.0
Sweden,2022,19317.0
Thailand,2022,6236.0
Uruguay,2022,383.0
United States of America,2022,78594.0
Holy See,2022,0.0
Saint Vincent and the Grenadines,2022,1.0
Zimbabwe,2022,40.0
Albania,2023,562.0
Armenia,2023,864.0
Antigua and Barbuda,2023,0.0
Austria,2023,3273.0
Belgium,2023,4910.0
Bulgaria,2023,474.0
Bosnia and Herzegovina,2023,624.0
Bolivia (Plurinational State of),2023,558.0
Switzerland,2023,1.0
Chile,2023,455.0
Colombia,2023,10869.0
Costa Rica,2023,3188.0
Cyprus,2023,1.0
Czechia,2023,1445.0
Denmark,2023,7028.0
Algeria,2023,749.0
Ecuador,2023,808.0
Spain,2023,1101.0
Estonia,2023,46.0
Finland,2023,4071.0
France,2023,2298.0
United Kingdom (Scotland),2023,213.0
Greece,2023,479.0
Grenada,2023,0.0
Guatemala,2023,3763.0
Guyana,2023,1.0
Honduras,2023,766.0
Croatia,2023,747.0
Hungary,2023,1039.0
Italy,2023,2516.0
Jamaica,2023,181.0
Jordan,2023,8.0
Kyrgyzstan,2023,1273.0
Saint Lucia,2023,0.0
Lithuania,2023,167.0
Latvia,2023,64.0
Morocco,2023,238.0
Republic of Moldova,2023,597.0
Mexico,2023,21812.0
Malta,2023,73.0
Myanmar,2023,10.0
Montenegro,2023,95.0
Malaysia,2023,139.0
Netherlands (Kingdom of the),2023,5425.0
